source_file,mongo_id,reviewerID,asin,reviewerName,helpful_votes,helpful_total,helpful_ratio,reviewText,text_length,text_missing,text_very_short,summary,summary_missing,overall,rating_polarity,unixReviewTime,review_datetime_utc,category
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c55d,A31IRT3Q3VZCBN,0110400550,Kiki,4.0,4.0,1.0,"I ordered this and received it within two weeks. The bottom piece slides into the top very snugly, and the whole case does not come apart. It's a great phone case and I would definitely buy it again.",199,0,0,Great case,0,5.0,1.0,1353196800.0,2012-11-18 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c556,AL7D46UHDVZVC,0110400550,Claire,0.0,0.0,,it came in ok but there was a crack on the left side. also it slides apart really easily but it's fine.,103,0,0,alright,0,3.0,0.0,1387929600.0,2013-12-25 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c554,A292527VPX98P8,0110400550,Cebell,0.0,1.0,0.0,It may look cute. This case started off pretty good the first couple of weeks. Then it started to slide off. It slid off one day I was in a parking lot phone fell face down and my glass shattered. TERRIBLE CASE!!!!!,215,0,0,Do NOT GET IT!!,0,1.0,0.0,1353888000.0,2012-11-26 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c561,A1MGIQYOKFU7OF,0110400550,Leann Li,0.0,0.0,,slips off almost broke my phone instead... but the quality was nice the details,79,0,0,but the quality was nice the,0,2.0,0.0,1404604800.0,2014-07-06 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c562,A2OLC6TDGS0WT7,0110400550,Maddy927,1.0,2.0,0.5,"I was expecting a cute case that fit my Verizon iPhone 4S well. I got it in the mail and I was so excited to try it on my phone. It barely fits. The button holes don't fit the buttons. (Too high up) Another thing is the melt thingies near the fromt canera and stuff kept peeling my screen protector off whenever i tried to put it on. i fell head over heels with this case and I'm so upset it doesn't fit right.. If you have the Verizon iPhone 4S, sadly, beware..",462,0,0,Upset.,0,2.0,0.0,1374710400.0,2013-07-25 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c564,ALY3HL0U9AV00,0110400550,Meli,1.0,2.0,0.5,this case is very pretty and cool but its not protective with this case on i cracked my phone 3 times.,102,0,0,i didn't really like it.,0,2.0,0.0,1373846400.0,2013-07-15 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c563,A3KN7WFLV7LKBM,0110400550,Heather Evans,1.0,1.0,1.0,"The case is super cute, durable, and a conversation starter. The delivery was before the estimated date, and the case it's self is well made.Since it's 2 separate pieces, it isn't perfectly snug, so i slip a little piece of paper on my phone before I put on the dripping part. If it arrives and the dripping part slides, just try using that method.The colors are exactly as pictures and it's really neat since the white part is a different texture than the pink part.Overall, 4/5 stars.",486,0,0,"Awesome iPhone case, not perfectly snug though.",0,4.0,1.0,1384646400.0,2013-11-17 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c565,A2BAJ8JVSUN8J3,0110400550,Monique R Peterson,1.0,1.0,1.0,Cheap plastic doesn't stay together over the phone. It is not durable.  Waste of money. Will not use the item,109,0,0,Cheap,0,1.0,0.0,1379721600.0,2013-09-21 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c567,AZUV5UWSIR9JK,0110400550,Raji Gill,0.0,0.0,,"It took over a month and a half for this product to be delivered to me. Not only that, but once I received it in the mail, it was cracked! This plastic case is not durable and the melting indent is quite annoying after some time. It's sorta hard to grip too. Would not recommend.",279,0,0,"Terrible, but that's what you get for paying so little!",0,1.0,0.0,1389744000.0,2014-01-15 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c569,A3T8C0H9LOB1FS,0110400550,ross060,0.0,2.0,0.0,"Although I received this case very quickly, mine seems to be a dud. The top and bottom parts slide together, but do not lock in place. I tried using it anyway, and my phone slid out of my case and shot onto the street. It's such a cute case, and I'm gotten tons of compliments, but I definitely got what I paid for.",315,0,0,Disappointed,0,3.0,0.0,1351987200.0,2012-11-04 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c56a,A1E2ZKX2G6FYG5,0110400550,Sam,0.0,0.0,,This is a terrible product. I couldn't even use it. The pieces don't fit together it just falls right off the phone. It's terrible.,131,0,0,Awful,0,1.0,0.0,1380931200.0,2013-10-05 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c56b,ALX0R9TJFYPRK,0110400550,sav milk schenk,0.0,0.0,,It cracks easy but its a nice case and i got a lot of complements on it.  Its cheap but i guess its worth it.,109,0,0,Its not the best.,0,4.0,1.0,1371168000.0,2013-06-14 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c56d,A317ECX0LOYQ9U,0110400550,Spleen,0.0,0.0,,I love this case.  I've had it for a few years now and I've never had any problems with it.  It snaps on just right!,116,0,0,Great case for a great price,0,5.0,1.0,1385769600.0,2013-11-30 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c56e,A34HT6P4IHHQKV,0110400550,Taylor Dotson,1.0,1.0,1.0,amazing exactly what i wanted and more. Came with a lot of extra things i didnt know were coming. Very impressed,112,0,0,great,0,5.0,1.0,1362614400.0,2013-03-07 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c56f,A3CL4HJA0QCLWM,0195866479,CH,1.0,1.0,1.0,"It is cute and light weight.  The big drawback is it blocks WIFI signals at my work.  The WIFI signal is also bad if I am in the back yard of my house.  The router is in the living room.  I used up more 3G and learned that the WIFI signals improved one bar or so after remove my case.  I don't know what blocks it, but I tested many times and convinced that it does block WIFI signals.",385,0,0,Blocked Wifi signals,0,1.0,0.0,1337299200.0,2012-05-18 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c570,A3V5NLYRQG9B9B,0110400550,toad,0.0,0.0,,"I really loved the color combination and how the design showed up on the front as well. I bought this for my iPhone 4s, and unfortunately, it doesn't stay on. It comes in two pieces, one white piece that snugly fits on the bottom, and the pink drip portion that slides over the white piece. It's the pink piece that makes this unfortunate. It doesn't click with the white piece at all, and it easily slides off. I wanted so much to keep this case on, but I also didn't wanna risk my phone having a giant crack on the screen due to a case that doesn't stay on. For the price, it is neat, but I really doubt I'm going to keep it on my phone. What a bummer.",654,0,0,it's a cool design but...,0,2.0,0.0,1376784000.0,2013-08-18 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c571,AGY5ITD822BBI,0195866479,Kristy H,0.0,0.0,,"I got this case for my new 4s ,( I have the white one )& love it , its very cute . It snaps on easily and comes off better than some of my other cases. I like how the top & bottom is completely open so my charger & headphones fit perfectly .  The only down side is that it dose not provide any protection other than from scratches so if you drop your phone a lot than I wouldn't recommend this case but if you don't than I think it's a great value.",448,0,0,Very cute,0,4.0,1.0,1325289600.0,2011-12-31 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c573,A18HQT08QAFII0,0214614700,Trip,0.0,0.0,,"can not describe how much I loved and enoyed this case, its not so much great for protecting the phone but for minimal coverage...but loved the look and feel of the case its self....",182,0,0,cool breeze beach cover,0,5.0,1.0,1365206400.0,2013-04-06 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c575,AYIXXMZX2KAVA,0594033918,Erich Walther,0.0,0.0,,"I was sent the wrong product. I did not receive the Nook Color Easel, but a cover for another type of Nook product.",115,0,0,Sent wrong product,0,1.0,0.0,1385164800.0,2013-11-23 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c576,A19V6LBFV24KG,0594033918,John Pichitino,2.0,2.0,1.0,this cover is very well made and also convenient to use.It is durable and protects my Nook from scratches.It is very easy to remove the Nook from the cover.,156,0,0,nook cover,0,5.0,1.0,1338508800.0,2012-06-01 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c577,A3RD0UFI6A339X,0594033918,KAN and SCT,3.0,3.0,1.0,I definitely like this product a lot. I've had the regular Nook cover where it would flip open as a book and didn't like it as much. The easel lets me read pretty much hands free.,179,0,0,Easy to use,0,5.0,1.0,1364688000.0,2013-03-31 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c579,A3R3G4JNL547FO,0594033918,pbrown2624,1.0,1.0,1.0,"After searching many places for many cases/covers, I have finally found THE case! It fits my Nook nicely, easy to use, and is very neat looking on my nook. I highly recommend this case. This case will allow your nook to stand on its own while you read hands free. Very sturdy and of good quality.",296,0,0,Makes For A Happy Nook,0,5.0,1.0,1356393600.0,2012-12-25 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c578,AG1KVQS97GE7U,0594033918,MARCO RODRIGUEZ V,0.0,0.0,,I've received the one that opens toward the side (like a book) instead of this one.  I asked for replacement and they answered that they didn't have that on stock and that they've sent something that I might like.  Anyway  I've received the refund with a note to keep the one they sent me.,289,0,0,They sent a different product,0,3.0,0.0,1378166400.0,2013-09-03 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c574,A1DQN7UN5V8HV,0214714705,Eleni Flannigan,0.0,0.0,,Great cover and design fits awesome doesn`t provide a whole lotof protection but a good case for any sea lover,110,0,0,recomemded,0,5.0,1.0,1363478400.0,2013-03-17 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c57b,A1EUWZUJHGDGKZ,0195866479,jds,1.0,1.0,1.0,"The case in the photo looks great and very cute; however, when it arrives, it comes scratched up, flimsy and not worth $8 at all. Needless to say, I returned the product.",170,0,0,Bad quality with scratches,0,1.0,0.0,1326412800.0,2012-01-13 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c57a,A35HYULUHQFP02,0594033918,Philip D. McGaughey,0.0,1.0,0.0,We purchased the Nook Color because it has internet capability.  It is much lighter than carrying the laptop and easy to use.  We have had some problems with connecting to the internet at times.,194,0,0,Great for traveling.,0,5.0,1.0,1362182400.0,2013-03-02 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c57d,A3EBVWIBOON4CJ,0641554214,Luva,0.0,0.0,,I ordered this for my little sister's phone and she loves it. The color is nice and beautiful. Installation was easy.  Delivery was quick and it was package nicley. Will definately order from this seller again,209,0,0,Beautiful,0,5.0,1.0,1333670400.0,2012-04-06 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c57e,A1I1PD8KQL8591,0641554214,"Jmikeou ""JE""",0.0,0.0,,"Well the product was good other than the screen wasnt attatched to the rest of the body and my glue kept coming off, but they sent me more.",139,0,0,Ok,0,4.0,1.0,1268697600.0,2010-03-16 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c57f,AGF2OE82UUDSO,0641554214,nloft,0.0,0.0,,"My phone recently suffered quite a bit of bumps and falls, which resulted in scratches. I found this housing case to fit my Blackberry, and it is just like new. I have a beautiful phone again. The only thing that I would suggest for improving an already great productis; Please put instructions on how to install the new housing case in the package. We had to google how to, and then review a video on YouTube on ""How To.""",422,0,0,Shiny and New,0,5.0,1.0,1290470400.0,2010-11-23 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c57c,A2M9KMEYQNR7Y2,0641554214,"Arturo Hinojosa ""batman""",1.0,1.0,1.0,All I have to say  is my Blackberry is very happy with its new body.  The vendor was very prompt.  Thank you .,110,0,0,Happy Blackberry,0,5.0,1.0,1266796800.0,2010-02-22 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c582,A2MJ7T6QECHSM2,0989890945,salvador heredia,0.0,0.0,,It was exquisite and now I walk about the world with my memephone like a boss who can and will accept any challenge,115,0,0,Bauss,0,5.0,1.0,1372118400.0,2013-06-25 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c580,A34MIUS1EJQXR4,0641554214,Stephano,0.0,0.0,,"I had my blackberryt in my pocket and my trousers were on the floor I stepped on it and broke the outside glass (plastic) I fretted about it and found the repalcement would be a new blackberry, I checked amazon and found a repalcement skin in the color of my choice GreatGoing Amazon",283,0,0,solved for X for a reasonable price,0,4.0,1.0,1377388800.0,2013-08-25 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c581,A307GU5C3I3DSG,0641554214,W. Jacobi,1.0,1.0,1.0,Seller does not have a video on their site with instructions for replacing the cover.  I did find some useful videos on [...] though.  My original housing was gray.  The scratches on the red housing are much more noticeable.  Item was easy to install & seller provided tools necessary to remove internal screws.,311,0,0,Worked as expected,0,5.0,1.0,1278288000.0,2010-07-05 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c583,AR5J4PE7PFD4X,103824174X,anthony sandoval,0.0,0.0,,"It definitely met my expectations, I am very satisfied with the product. I'm now able to charge my phone a lot quicker.",119,0,0,2a quick charger.,0,5.0,1.0,1389484800.0,2014-01-12 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c585,A11UCOPXMQ6CSI,1049830512,RDunn,0.0,0.0,,This is a very pretty bracelet. Very sweet and very feminine. Perfect for any occasion. I just adore this piece of jewelry. Thanks Amazon!!:),141,0,0,Beautiful bracelet,0,5.0,1.0,1372204800.0,2013-06-26 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c584,A5NY4MG3HAYGK,103984068X,katerina,0.0,0.0,,"It is a great handset, all my friends loved it. it works fine, this is the one I would recommend.",97,0,0,great handset,0,5.0,1.0,1357689600.0,2013-01-09 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c587,A1SW4H047XA7QQ,1059130386,"Robert M. Stapp ""thetinner""",0.0,0.0,,Often I need to have to revamp my GPS. This little gem does the job for me where ever I go. Couldn't be without it.,115,0,0,Super charger.,0,5.0,1.0,1398816000.0,2014-04-30 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c589,A4J6QAT0KFDJD,1059274930,Aaron Johns,0.0,0.0,,Works great i watch netflix from cellphone to tv while im on breaks out here over the road truck driving,104,0,0,&#128512;,0,5.0,1.0,1399075200.0,2014-05-03 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c58a,A3BDXNE8OAI9WO,1059274930,labrat,0.0,0.0,,I bought this to play movies on my tv from my phone.  It was very easy to set up and works great!  It also allows me to charge my phone at the same time (although it is a slow charge).,184,0,0,works great!,0,5.0,1.0,1400716800.0,2014-05-22 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c588,A3CO1GA5VGYXLX,1059236222,James Cardwell,2.0,2.0,1.0,this is a charger for a phone it has a micro usb plug not the Sony Vaio plug for the tap 11,91,0,0,not what it was suppose to be,0,1.0,0.0,1399593600.0,2014-05-09 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c586,A3PN25Q411ZU8V,0989890945,Richard carpio,0.0,0.0,,i bought this phone case for my cousin who just got a new iPhone. i was super excited because he loves memes and to be a troll so i thought this gift was perfect. i literally just got the package not 2 minutes ago and im already pissed off. the case itself looks cheap but seems firm enough to last so the $9.95 price didn't seem to bad but then i got charged $11.24 for shipping!! when i opened the  bubble envelope it came in i was super let down. the phone isn't even in warping or in a bag or anything!!?? it was just thrown in the bubble envelope and sealed and that's it. I've ordered phones on Amazon before and they came in the same type of envelope but they always had some warping or a plastic wrap on it to at least look a little professional. the phone case itself isn't to bad but isn't great. the way the packaged the case and showed themselves as a company is sad. they just threw it in a envelope and sent it off and changed me more the the price of the case for shipping. DONT BUY!!!! i hope SawgNation sees this. this is ridiculous and i hope to be refunded for the &#34;shipping&#34; they did &#62;:(,1119,0,0,im just disapointed,0,1.0,0.0,1369872000.0,2013-05-30 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c58b,ABC29PBCPCXUC,1059359189,"indio-70 ""AAN""",0.0,0.0,,"Bought this for use in a vehicle and it works! And it works fast, but I also bought a new charger that would handle 2+ amps of charging, that is one thing that is needed to charge FAST!!!",187,0,0,WORK WELL,0,5.0,1.0,1401494400.0,2014-05-31 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c58d,A176OGYTTPW9CX,1059370514,James F. Wadford,0.0,0.0,,"I haven't had it very long and this past week while on vacation, it failed to work any longer. Unhappy buyer!",109,0,0,Did not last long,0,2.0,0.0,1402444800.0,2014-06-11 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c58e,A3USSIKIJUKGZY,1059375362,ChavezV,0.0,0.0,,"I ordered this product so I could stream movies from my Nexus tablet and my Nexus phone, it only works on my phone, so I am not giving it a 5 star right now.  I just got it and am still seeing if I could get it to work on my tablet.  I am happy though that it works on my phone, so thats good for me right now.",310,0,0,Part right.,0,4.0,1.0,1396051200.0,2014-03-29 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c58f,A1XDYRZ0EPFB38,1059556936,marian,0.0,0.0,,use this charger as a backup works great doesn't take long for the tablet to charge. i would recommend this charger as a backup for when your're traveling.,155,0,0,Good Replacement.,0,5.0,1.0,1400544000.0,2014-05-20 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c590,AOTUBFCM2CGHE,1059598515,Robert,0.0,0.0,,Works great. Just have to make sure the battery is charged before long use. Easy to use and battery inside will charge phone from dead with out sun light.,154,0,0,great for soneone on the go!!,0,5.0,1.0,1399420800.0,2014-05-07 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c593,A2YQG43GT6WJ0S,1059661160,rodney spillers,0.0,0.0,,That was not the charger I ordered for my tablet,48,0,0,One Star,0,1.0,0.0,1404604800.0,2014-07-06 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c592,A3NIWCS5MYHRKT,1059661160,asdopuiwfhepn,0.0,0.0,,"This is a micro usb charger.  No plug for VAIO, as I might have assumed from the title.Shipping on this item was very slow and was by USPSDon't buy one",151,0,0,NOT FOR VAIO TAP 11,0,1.0,0.0,1402704000.0,2014-06-14 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c591,A1ZR9ZJF3FVHWM,1059641577,Collette Lemay,0.0,0.0,,It keeps showing like I'm connected to my computer and is not charging. The light comes on but its not working the way my other one did.,136,0,0,Doesn't Charge my GPS.,0,2.0,0.0,1396656000.0,2014-04-05 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c594,A1UXI662IXG1B8,1059661160,BrianR,0.0,0.0,,The Tap-11 requires a unique 19 volt power supply and connector. This power supply will NOT work with a Tap-11,110,0,0,Not a TAP-11 Power Supply,0,1.0,0.0,1403568000.0,2014-06-24 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c595,A3ICJSSK175Y8T,1059766019,"Mirtha F. Godoy ""Flor""",0.0,0.0,,Is not compatible to charge the Tablet Sony Vaio Tap 11 - This Tablet has another AC adapter! Please try to connect to charge your sony tap 11 and tell me if you can do it! I have lost my money in this product! Very expensive and not real!!!,241,0,0,Wrong subject,0,1.0,0.0,1397088000.0,2014-04-10 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c596,A317ZKVA36TGET,1059777851,"Alexander M. Zoltai ""Writer with roaring flam...",0.0,0.0,,This product never charged up in direct sun.It did charge from the wall.It did not charge my Kindle---it ran out after charging the Kindle about 1% !!!,151,0,0,Don't buy this...,0,1.0,0.0,1397865600.0,2014-04-19 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c598,A31W7C6NZ2LTPR,1059824477,Chris,0.0,0.0,,"This is advertised for the Transformer TF300, but since that device does not even have a micro-USB port and does not have the USB host built into the device, it will never work.",177,0,0,Won't Work for this device,0,1.0,0.0,1397520000.0,2014-04-15 00:00:00+00:00,Cell_Phones_and_Accessories
Cell_Phones_and_Accessories.csv,5a1321d5741a2384e802c599,A28N09XCWRIOC7,1059949202,Sandra Ramirez-Aguilar,0.0,0.0,,Does not work with Dell Venue 8 Pro at all;  the seller replaced it with another one;  and it was the same;  THEY DON'T WORK;,125,0,0,USB Adapter,0,1.0,0.0,1402876800.0,2014-06-16 00:00:00+00:00,Cell_Phones_and_Accessories
